Gender,Education,Alcohol(Class),Cannabis(Class),Crack(Class),Heroin(Class)
Mujer,Diploma/certificado profesional,En la última semana,En el último mes,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,En la última semana,En la última semana
Hombre,Diploma/certificado profesional,Nunca,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En el último año,En la última decada,Nunca,Nunca
Mujer,Maestría finalizada,En el último año,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,En la última semana,Nunca
Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,Ayer,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
Hombre,Maestría finalizada,Ayer,En la última semana,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,En el último año,Nunca,Nunca
Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,En el último mes,Nunca,Nunca
Hombre,Dejó la escuela a los 16 años,En el último año,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
Mujer,Grado Universitario,Nunca,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Hombre,Dejó la escuela antes de los 16 años,Hace mas de una decada,Ayer,Nunca,Nunca
Hombre,Grado Universitario,En el último mes,Ayer,Nunca,En la última semana
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Ayer,En la última semana,En la última decada
Hombre,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Nunca,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
Mujer,Doctorado finalizado,Ayer,En la última decada,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última decada,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
Hombre,Dejó la escuela a los 16 años,En el último año,En la última decada,Nunca,En la última semana
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,En la última decada
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,Hace mas de una decada,Nunca,Nunca,Nunca
Mujer,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,Nunca,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,En la última semana,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,En la última semana,En la última decada
Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,En el último año,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Mujer,Doctorado finalizado,En el último mes,En la última decada,Nunca,Nunca
Mujer,Grado Universitario,En el último mes,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Hombre,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
Mujer,Grado Universitario,En el último mes,Ayer,Hace mas de una decada,Hace mas de una decada
Mujer,Maestría finalizada,En el último mes,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Hombre,Grado Universitario,Nunca,Nunca,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,En el último mes,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,En la última semana,En el último mes
Hombre,Diploma/certificado profesional,En la última semana,Ayer,En la última semana,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,En la última semana
Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,En la última semana,En la última semana
Mujer,Grado Universitario,En el último mes,Ayer,Nunca,Hace mas de una decada
Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
Hombre,Diploma/certificado profesional,En el último año,En la última semana,Nunca,En la última semana
Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Hombre,Grado Universitario,Ayer,Ayer,Nunca,En la última decada
Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En la última semana,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,En la última semana,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En el último mes,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Mujer,Dejó la escuela antes de los 16 años,En la última semana,Ayer,En la última semana,Nunca
Hombre,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Doctorado finalizado,En la última semana,Ayer,En la última decada,En la última decada
Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
Hombre,Grado Universitario,Ayer,Ayer,Nunca,En la última semana
Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Nunca
Mujer,Doctorado finalizado,Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Dejó la escuela a los 16 años,En el último mes,Nunca,Nunca,Nunca
Mujer,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Ayer,Hace mas de una decada,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Nunca,Nunca,Nunca,Nunca
Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
Hombre,Dejó la escuela antes de los 16 años,Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,En la última semana,Nunca
Hombre,Dejó la escuela a los 18 años,En el último año,En la última semana,En la última semana,En el último mes
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,Nunca,Nunca
Hombre,Doctorado finalizado,En la última semana,En la última decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Nunca,En el último mes,En la última semana,En la última semana
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Nunca
Hombre,Diploma/certificado profesional,En el último año,En la última decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,En la última semana
Hombre,Dejó la escuela a los 18 años,En la última decada,Ayer,Nunca,Nunca
Hombre,Dejó la escuela a los 16 años,Ayer,En el último mes,Nunca,Nunca
Hombre,Dejó la escuela a los 18 años,En la última semana,En el último año,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última decada,Nunca
Hombre,Dejó la escuela antes de los 16 años,En el último año,En el último mes,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,En la última decada,En la última semana
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
Hombre,Dejó la escuela a los 18 años,Ayer,En el último año,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,En la última decada,En la última decada
Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En la última semana,En el último año
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
Hombre,Dejó la escuela a los 18 años,En el último año,En el último mes,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,En la última semana,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último año,Nunca,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En la última semana,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,Hace mas de una decada,Hace mas de una decada,Nunca,Nunca
Mujer,Dejó la escuela antes de los 16 años,Hace mas de una decada,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En el último mes,En la última decada,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último mes,Nunca,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último año,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Hace mas de una decada,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,Hace mas de una decada,Nunca,Nunca
Mujer,Dejó la escuela a los 16 años,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,Ayer,En la última semana,En la última semana,Nunca
Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Dejó la escuela a los 16 años,Ayer,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En el último mes,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último mes,Hace mas de una decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Maestría finalizada,En el último mes,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
Hombre,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,Nunca,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,En la última decada,En la última semana
Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Hace mas de una decada,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Hace mas de una decada,En la última decada
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Hace mas de una decada,Nunca
Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,Hace mas de una decada,Nunca,Nunca
Mujer,Maestría finalizada,En el último año,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última decada,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Dejó la escuela a los 18 años,En el último mes,Nunca,Nunca,Nunca
Hombre,Dejó la escuela antes de los 16 años,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último mes,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
Mujer,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último año,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En el último año,Hace mas de una decada,Nunca,Nunca
Hombre,Dejó la escuela a los 16 años,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,En la última semana,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última semana,En la última semana,Nunca
Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Ayer
Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,En el último mes,En la última semana,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,En la última decada,En la última decada
Hombre,Diploma/certificado profesional,En el último mes,En la última decada,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último año,En la última decada,En la última semana,En la última semana
Mujer,Dejó la escuela antes de los 16 años,En la última decada,Ayer,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Ayer,En la última semana,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,En la última semana,En la última semana,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
Mujer,Doctorado finalizado,En el último año,En la última semana,Nunca,Nunca
Hombre,Diploma/certificado profesional,En el último año,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,En el último mes,Hace mas de una decada,Nunca,Nunca
Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
Hombre,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,En el último año,En la última semana,Nunca,Nunca
Hombre,Diploma/certificado profesional,En el último año,En el último mes,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,En la última decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
Hombre,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,En el último mes,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En la última decada,Hace mas de una decada,Hace mas de una decada
Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,Nunca,Nunca
Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
Hombre,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,Hace mas de una decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,Nunca
Hombre,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En la última semana,Nunca,En la última decada
Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,En la última decada,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
Hombre,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
Mujer,Dejó la escuela a los 18 años,En el último mes,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En la última semana,Hace mas de una decada,Hace mas de una decada
Mujer,Doctorado finalizado,En el último mes,En el último mes,Nunca,Nunca
Mujer,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,Hace mas de una decada,Hace mas de una decada,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Grado Universitario,Nunca,Nunca,Nunca,Nunca
Mujer,Dejó la escuela a los 18 años,En la última semana,Hace mas de una decada,Nunca,Nunca
Hombre,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
Mujer,Dejó la escuela a los 16 años,En el último año,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
Mujer,Dejó la escuela a los 16 años,En el último mes,Nunca,Nunca,Nunca
Hombre,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En la última decada,Nunca,Nunca
Hombre,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
Hombre,Diploma/certificado profesional,En el último mes,En la última semana,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
Mujer,Dejó la escuela antes de los 16 años,En la última semana,Nunca,Nunca,Nunca
Mujer,Diploma/certificado profesional,En el último mes,En la última semana,Nunca,Nunca
Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
